	log2fc	bh_corrected
YHL017W	-0.173325688	0.100280388
PMT6	0.416184386	0.100298001
PRM4	-0.418844182	0.100289599
PTC1	0.234372233	0.100274695
DIA4	-0.717661324	0.100586699
RPC31	-0.232570073	0.100915755
CDC12	-0.225924986	0.10088167
MCM2	0.11263002	0.100860132
SKI3	-0.151114405	0.100818312
YBP1	0.147523544	0.100766543
ISA2	-0.292676276	0.101019145
DCP2	0.161240616	0.101142449
YNL195C	1.193428449	0.101271131
SCC4	0.246973001	0.101371811
YDR307W	0.310351263	0.101570891
ECM22	0.300230892	0.10153836
RPL23A	-0.249686356	0.101783242
TGL4	0.257222778	0.101760094
KTR7	-0.342098847	0.101914245
TFS1	0.625069739	0.102055073
FAR3	0.104616905	0.102225125
MKT1	0.16515723	0.102266422
IRC24	0.208397522	0.102222213
RPP1	0.054135907	0.102627102
ERG24	0.589864518	0.102563914
SRN2	0.256316397	0.102788597
YOR246C	0.177098185	0.1029008
UBA1	0.097003897	0.102953524
DED81	-0.283174223	0.103182413
CHO1	-0.248443612	0.103246717
GCN1	-0.190461174	0.103600287
RPS21A	0.207135099	0.103867398
CWC23	0.207726306	0.104080092
BET4	0.117508496	0.104202217
RPL24A	-0.722748392	0.104300705
SES1	-0.453426355	0.1043891
GRR1	-0.174212992	0.104507378
ERG4	0.533287654	0.104483252
PRT1	-0.20400444	0.104831881
ICL1	-1.428808808	0.104942602
AIM45	-0.398081417	0.104921978
FEN1	-0.360866109	0.105129399
TRM8	-0.145703082	0.105104263
AST1	-0.18997228	0.105249282
ALR1	0.285382948	0.105599191
CCT4	-0.195966792	0.105696724
MAK10	0.160375582	0.105723632
NOP4	-0.210505442	0.105894623
PHO4	-0.384084496	0.105837653
URA6	0.273704035	0.106647419
MAD3	0.237945799	0.106602495
ALA1	-0.121199987	0.106623348
SRY1	-0.614962684	0.106603192
GLN1	0.842801454	0.106593834
PXR1	0.221573661	0.106702756
GNP1	0.12328523	0.106718442
COT1	0.379154144	0.106926634
ERV15	0.269415272	0.107342304
PRO2	-0.196636848	0.107295821
GLN3	0.207156577	0.107814611
STB2	0.356889883	0.108045428
PPM2	0.296714318	0.10814976
ARO8	-0.149018378	0.108161633
ISU2	-0.457984604	0.108400872
YLR063W	0.289730561	0.108345945
LSM8	0.248493061	0.108801441
SAR1	0.1843708	0.108756312
PHO88	0.192507415	0.108719728
COG4	0.169991325	0.108777667
YAE1	-0.247195255	0.108830883
ERD1	0.336459627	0.108786123
CKS1	0.199672876	0.109740032
RPS13	-0.371687335	0.109827349
RMD8	0.226098271	0.109908208
BRR2	0.121305708	0.110032986
RPL4A	-0.345656439	0.110455548
HTZ1	0.207880389	0.110552447
HEM2	-0.397179858	0.110558222
PKH1	0.141705796	0.110571705
SWC5	0.213454561	0.110613226
FBA1	0.347697298	0.110884701
MAK3	0.326828707	0.110835666
CAF120	0.192127444	0.111591232
CAB2	0.390039552	0.111559721
CIT1	-1.45633146	0.111513025
KSP1	-0.309826944	0.111751173
RRP3	-0.250859997	0.112272218
ABD1	0.029403113	0.112466046
YIL077C	-0.527192741	0.112667889
TMA10	-0.531724738	0.112740762
YHR192W	0.350116553	0.113022725
APC2	0.174603536	0.113017655
YLR312C	0.330964411	0.113056476
KTR4	0.107763999	0.113318652
FAA4	0.573923371	0.113496287
HNT1	0.357435221	0.113544894
AXL1	-0.127555561	0.113493477
RLF2	0.17213603	0.113433318
FOL1	0.144731335	0.113757894
MFM1	-0.358100338	0.113720021
PRP42	0.19916456	0.113891209
ARP8	0.177590332	0.113847461
SAC3	0.256914069	0.114007253
POP1	0.134174455	0.114022008
RMD9	-0.196464244	0.114233174
RPS8A	-0.460433138	0.114374254
VAM7	0.13655202	0.114602943
YEN1	0.18208492	0.114627069
PRP28	0.244750277	0.114563866
YBR197C	-0.305574801	0.114541879
YDL124W	0.189235484	0.114896671
OST2	0.116715618	0.114857522
UTP10	0.098730899	0.114963192
MST1	-0.418844661	0.114920622
YEA6	-0.272257036	0.114877866
HIT1	0.245449557	0.114883395
RPL8A	-0.399206997	0.115097133
PRP39	0.176207648	0.115350189
CDC55	0.160064969	0.115375299
MSK1	-0.370042379	0.116051361
UGP1	0.170296599	0.11669757
AIM17	0.495389043	0.116799851
STE23	-0.10586368	0.117107599
YAF9	0.287419799	0.117087955
TPO2	-0.746289975	0.117036482
YMR265C	0.09432158	0.117437781
ACO2	-0.29981201	0.117517235
GET3	-0.059305015	0.117556215
SER3	0.275484427	0.117922617
RPL18B	-0.348394414	0.117898543
YIL108W	0.276528211	0.117855969
ECI1	0.746637766	0.117857224
GPG1	-0.262116971	0.117808958
DEP1	0.162014928	0.117780123
NPL4	0.205781517	0.118211731
IAH1	0.243094441	0.118426209
RPC82	-0.175582236	0.118373487
SEC3	0.097990046	0.118407689
LSM1	0.151002165	0.118613341
COY1	0.207396224	0.118566409
DSN1	0.385083612	0.118538422
SNF4	-0.132581281	0.118649194
RIB5	0.184821922	0.118994861
GTR2	0.159195163	0.119171155
MDN1	0.18501725	0.119178809
AST2	0.11543787	0.119127558
DUG3	0.248606656	0.119226628
RPL33B	-0.211450853	0.119231966
PUF4	-0.074342741	0.119285952
BAP2	-0.391081016	0.119694447
PER33	0.182350836	0.120135066
RTG3	0.265992956	0.12006814
PRP8	0.156523259	0.120132364
WWM1	0.246035729	0.120071557
ARF2	0.149510459	0.12016207
CLB1	-0.128704692	0.120450943
CYB5	0.431138653	0.120441778
STE24	0.098273942	0.120450285
BIM1	0.115382315	0.120495379
SUP45	-0.20555703	0.120685405
TTI1	0.24064686	0.121019624
TRZ1	-0.204891772	0.120979218
COS2	0.42139956	0.120985501
IBA57	0.124445637	0.121415041
PXL1	-0.233244676	0.121515854
GLT1	0.134549391	0.121660234
COG6	0.149658034	0.121788766
RLI1	-0.240546244	0.122003033
HPR1	0.238546454	0.122051856
PTC4	0.18896482	0.122078931
YVH1	0.177449277	0.122023328
MOD5	0.172675636	0.121960764
YDL199C	0.264020405	0.122174424
PDR1	0.15826963	0.122176604
AIM27	0.209093165	0.122171602
EBS1	0.215060466	0.122357955
UBR1	0.103260357	0.12247881
ASK10	0.237897825	0.122486644
SWP82	0.201811791	0.123170179
BSP1	0.195409372	0.123116628
RBA50	0.140615351	0.123217107
KIN82	-0.115718948	0.123320371
FRE7	0.51877311	0.123341586
RTS2	0.194287105	0.123458541
EMW1	0.081670726	0.123568354
YBR139W	0.156764553	0.123874138
YJR098C	0.137505171	0.123856985
MTC5	0.297915936	0.123888423
VPH1	0.223880473	0.123969571
SIR2	0.297822882	0.123945582
MFT1	0.275668191	0.123998509
SUP35	-0.174844539	0.124035436
GRE1	1.807032537	0.124094325
CMD1	0.482191104	0.124164666
KSS1	0.124374337	0.124216438
BIG1	0.357552217	0.124237125
SWF1	0.593299437	0.124223193
MNS1	0.249717037	0.124199577
RRN5	0.318080777	0.124686392
PPH22	0.216243787	0.124671314
NCE101	-0.349242579	0.124614216
PPT2	-0.633911062	0.124732481
GND2	0.193812849	0.124914622
MSB1	-0.321831969	0.124863929
SLM5	-0.161836133	0.124960092
SNC2	0.387081538	0.125218453
VID28	0.152138599	0.125303259
YBR225W	0.181299531	0.125248902
REB1	0.239464995	0.12536808
MTH1	0.335180917	0.125305165
YOR228C	-0.354972778	0.125389563
RAD61	0.179692508	0.125599526
KAR1	0.367190544	0.125728765
NMA1	0.211844989	0.125946506
FIG4	0.188918002	0.125891912
MRK1	0.542463522	0.1259126
RAD30	0.22581635	0.126052281
YDR476C	0.864685221	0.126142875
SET5	0.230265095	0.127020726
TCB1	0.179796189	0.127004373
YNL022C	0.203445431	0.127393572
VID24	0.572919875	0.127342925
COX11	-0.279760965	0.127615141
MHR1	-0.486838982	0.127653114
ZEO1	-1.062082289	0.12789619
DIS3	0.103732151	0.127910804
FHL1	0.202855859	0.128320034
SIC1	0.395291589	0.128480229
RPN1	-0.048652861	0.128814817
INP1	0.25944717	0.129076358
VTC1	-0.129514614	0.129017189
CSF1	0.206669477	0.129100622
FLC3	0.249794221	0.129375973
MSL1	0.30732247	0.12941046
NSL1	0.251546323	0.129520318
MCM16	0.201631436	0.129644459
LAP2	0.119161692	0.129713351
ALY1	0.3574745	0.129828373
TRP4	0.329946485	0.129810904
ADH4	-1.51012475	0.129943707
SNZ1	1.398590447	0.130123888
CSG2	0.215233722	0.130274791
SNU13	-0.242027082	0.130277002
FLD1	0.318502087	0.130652323
NAT2	-0.253019356	0.130975892
STP3	0.41503077	0.131022595
GPX2	0.416493929	0.131093703
PUS6	0.193803515	0.131050867
KRE28	0.155256907	0.131052165
CUE4	0.291657687	0.131478043
GSC2	-0.108542113	0.131519932
MET31	0.366057764	0.131728229
MCR1	-0.463679351	0.131699738
TRS33	0.167249112	0.131668112
SLA1	-0.204617481	0.132065827
YER140W	0.316937726	0.132057556
UGX2	-0.341913991	0.132090631
YDR090C	0.168436242	0.132275488
NOP12	-0.141159829	0.132371116
USA1	0.201555107	0.132434528
TRA1	0.127596821	0.13247722
YPD1	-0.126801286	0.132422821
RPL20A	-0.339505718	0.132636245
STU1	0.097711521	0.133171209
YLR407W	0.279965536	0.133536057
TRS120	0.084446689	0.133632775
ETP1	-0.203648059	0.13357009
CBF1	0.086765097	0.133659413
HUB1	0.354841405	0.133722177
UTP7	0.095818136	0.133796611
RPS18A	-0.308019622	0.133751916
YGL114W	0.206785621	0.133727102
SNT1	0.220889407	0.134253695
SEC66	0.28870658	0.134193146
FTR1	-0.698358506	0.134447962
HUT1	0.275131463	0.134387899
PIS1	0.304072522	0.134666964
TMA19	-0.508921535	0.134947266
COG3	0.170990554	0.134933695
REP1	0.334562895	0.134868392
TIF5	-0.127072249	0.135155617
NTE1	0.312898225	0.135152631
ATG19	-0.176590833	0.135692124
RPL37B	-0.308315318	0.13578053
SAS5	0.229660951	0.135837553
GAL3	0.347885217	0.135827166
YCK1	0.175828069	0.135963157
MDM35	-0.404290609	0.135900399
TIM54	-0.216003673	0.135866782
NSA2	-0.265480846	0.135935277
NAT1	-0.157858681	0.136283389
ERG26	0.357413151	0.136330335
MLS1	-1.144103208	0.136404268
YAT1	0.477700802	0.136705121
NTH1	0.120369313	0.137014068
SAC6	-0.145425868	0.137075733
SPT5	-0.132801904	0.137207099
APM1	0.143366221	0.137193481
SAD1	0.384217563	0.137684569
HOG1	0.145796423	0.137667085
RPL32	-0.375084215	0.13804439
RCY1	0.235790124	0.138340247
PEX29	0.2459977	0.138359666
SEC11	0.463039969	0.138393082
YER163C	-0.208292975	0.138446298
POT1	0.60466419	0.139171551
ZWF1	0.089218906	0.139106078
UTP22	0.129372138	0.139062482
SGF29	0.246425492	0.139230402
DUS1	0.129537405	0.139912589
BET2	0.280397101	0.140139525
SMM1	-0.10208039	0.14013567
IMP2	-0.336570057	0.140164338
UBP5	0.150957247	0.140110556
CCT8	-0.120026363	0.140074424
NSE4	0.332221658	0.140187626
GCN20	-0.235662119	0.140424117
MRPL38	-1.021800262	0.140479018
JIP5	-0.269289111	0.140516311
ALT2	0.720549936	0.140504022
CYT2	-0.305775285	0.140648488
SSQ1	-0.256849115	0.141069363
RPN5	0.127875639	0.141628666
CCT5	-0.270856847	0.141664513
HOF1	-0.151639477	0.141636166
TOR2	0.155311831	0.141668644
ALG9	0.274526383	0.141949776
SIN3	0.118642546	0.142331891
AGE1	-0.394185847	0.142699727
PLB1	-0.426038464	0.142749637
YTP1	-0.454559075	0.142751551
ARG3	0.644745251	0.143075519
YBR241C	0.347162513	0.143122967
RRT2	0.34952817	0.14310877
SOL2	0.160574487	0.143911542
KCS1	0.110783188	0.143865956
GWT1	0.123733171	0.144157163
BDF2	-0.219571605	0.144399018
HXK1	0.530749791	0.144891315
YLR057W	0.116731795	0.145821156
MAL33	0.678391683	0.14627931
RPS14A	-0.258191479	0.147141094
IRS4	0.343842863	0.147305154
PCI8	0.157948722	0.147627566
YPK1	-0.10827889	0.147687011
CCC2	0.26748736	0.147984605
DAL81	0.25759343	0.147908882
KSH1	0.377010286	0.148243718
RPL6B	-0.438842937	0.148311837
CDC9	-0.163632191	0.148998597
SSO1	-0.271509725	0.149103861
BRE1	0.130569784	0.149632311
TRS20	0.116199606	0.14979207
SAM2	-0.279876218	0.149931053
RRP43	0.091586995	0.149915544
PAC2	0.293514461	0.150136285
SFP1	0.251967832	0.150373332
IFH1	0.349259634	0.151448182
ERG7	0.285975576	0.152024598
PTP2	0.139516092	0.152497032
NIC96	0.127968762	0.152541774
ALK2	-0.143276689	0.152501281
TAH18	0.138864423	0.152544934
SNL1	0.145850076	0.152513179
YDL156W	0.255967888	0.152745586
POP8	0.415577557	0.15280591
TPK3	0.226641492	0.152767406
YPT7	0.17288992	0.152794359
PDS1	-0.23231801	0.152855484
TOA2	0.188536795	0.152813737
MET32	0.363600448	0.152973509
RSR1	0.230163043	0.15317385
RTC4	0.292764632	0.153335705
BFA1	-0.163031973	0.153299927
ACE2	0.116934248	0.153400022
NSE1	0.247491562	0.15341416
NTG1	-0.146830723	0.153346098
TRM44	0.380146255	0.153315747
SEC21	-0.133170945	0.153576013
RPL21A	-0.304872537	0.154048954
INP51	0.142263262	0.154011604
PCL6	0.150575938	0.154113918
YBL081W	-0.474881904	0.154435751
RGD1	0.15161515	0.154630091
FCY2	0.37794171	0.154561552
ERG3	0.429232424	0.15463685
TSR4	0.080848671	0.154838063
YDR391C	0.14115605	0.155944969
NCS2	0.132298437	0.156156796
MBR1	-0.775503165	0.156222804
ABF1	0.31471772	0.156482501
SMC3	0.109472156	0.156564272
TFB1	0.203458964	0.156694389
NRD1	0.091792149	0.156826025
MSM1	-0.244778197	0.157101472
LYS9	-0.260536462	0.157232063
MLH2	0.204392975	0.157362045
ALG7	0.123290486	0.157664056
RPL16B	-0.321000893	0.15808761
SPP2	0.449209993	0.158181407
EPS1	-0.12849892	0.159010646
PGC1	0.574665029	0.159071199
DUS4	0.231686299	0.159279083
RPL27B	-0.30616066	0.159230252
YOL159C	0.330239231	0.159189185
RAD7	0.265725857	0.159212298
IMH1	0.103417227	0.159236549
RPL38	-0.386528168	0.159228185
RAD10	0.18848068	0.159190632
YOR097C	0.201961878	0.159236422
UBA4	0.411921108	0.159336985
SKI8	-0.183560765	0.160196949
ESA1	0.204439827	0.160671106
OSH3	0.155152982	0.160899114
YCF1	0.170550216	0.161557576
ARD1	-0.125044395	0.161517557
ARP4	0.132394344	0.161579464
PFK1	0.175203273	0.161527091
GPI14	0.367886715	0.161471109
EAF6	0.306519934	0.162429313
PNS1	0.148949167	0.163461851
PRI1	0.092911662	0.163459082
RPS19B	-0.397379223	0.163431936
STV1	0.175427065	0.163435042
TIM10	-0.449269497	0.164618157
SDO1	-0.280581816	0.164818449
KAR2	-0.286951753	0.164844791
LRS4	0.221583759	0.164804769
NUP145	0.127661155	0.164777421
TKL1	-0.291085227	0.164720251
RKR1	0.137089693	0.164824532
YIL067C	0.266454499	0.165129157
SFK1	-0.210388592	0.165190088
ADK1	-0.431239999	0.165420191
SKS1	0.443410484	0.165660093
YPR098C	0.476013625	0.165620085
MSY1	-0.347240804	0.166000168
ERG2	0.590506163	0.166173405
SPC105	0.305727715	0.167062065
SRL3	-0.369238068	0.16742355
RTT109	0.295540431	0.167939909
MES1	-0.153453736	0.167919189
LYS2	0.174314793	0.16878886
YOL036W	0.201787208	0.168735626
SHO1	-0.161681779	0.168713089
BCK1	0.261599372	0.168824262
STP1	0.52761981	0.170548759
NTC20	-0.172935156	0.170507449
SRO7	-0.125431219	0.170829445
EAF1	0.176503463	0.170802117
GAS3	0.10142255	0.171081921
HOS4	0.259533892	0.171285691
RAD57	0.420731981	0.171413769
SMC6	0.188204865	0.171475062
ALT1	0.510926677	0.171430006
RPL25	-0.337908493	0.171762079
SFH5	0.146687641	0.171861707
YGR012W	0.07990594	0.172044732
TIP20	0.146943919	0.17201059
YMR315W	-0.184712346	0.172123523
WRS1	-0.17395832	0.172116295
TUB2	0.183806741	0.172463215
GPR1	0.11465813	0.172536531
MDM10	0.26553837	0.172586324
HIS2	0.213693284	0.172525648
SLT2	-0.274887202	0.172476577
AOS1	-0.036228623	0.172419852
SHP1	-0.226301163	0.172462285
URA8	-0.117349862	0.172433285
GPD1	-0.401611767	0.172550497
MRS6	0.191321328	0.172526248
VHT1	0.303102349	0.172452757
YEL025C	0.499093413	0.172731763
PRS4	-0.152809318	0.173106789
NMT1	0.244714472	0.173517792
YSC84	0.187506629	0.173522835
SWH1	0.157435601	0.173927447
MNT2	-0.281565123	0.174352866
SSN2	0.165942091	0.174410814
SLD3	0.697743311	0.17466315
ARG82	-0.278961935	0.174737817
TUB4	0.268779666	0.175299637
SET3	0.178055082	0.175592427
STP2	0.267542008	0.175701312
PDC1	0.337135195	0.175697558
INN1	0.193512882	0.175694665
PDR12	0.591198564	0.175708523
POL12	0.174733774	0.17609727
GCD11	-0.211890909	0.176105305
SIS2	0.210475004	0.176266504
SSK1	0.197874185	0.176713965
YLR326W	-0.147532806	0.17679341
CUE1	0.147200692	0.177342853
APS1	0.112407417	0.177391707
GAS1	-0.204275302	0.177664822
IMA2	0.763676478	0.177902843
RPL6A	-0.557150248	0.179786593
HOT1	0.669204049	0.180361753
SPT15	0.133973159	0.180487846
YLR225C	0.130562391	0.180502599
ERV25	0.172515901	0.180478125
GPB2	0.123183877	0.180422607
FAR1	-0.301129064	0.180910529
EMI1	-1.127051006	0.181483461
TOP1	0.130191658	0.181925276
YDR352W	0.293723986	0.182408055
THI7	0.141459514	0.182635011
YJL132W	0.339080375	0.182994742
CLB2	-0.313118059	0.183174603
TMN3	-0.14181011	0.183381283
CWC21	0.167031941	0.183767717
DRS1	-0.162149483	0.183688878
SMP3	0.243106792	0.184365561
STP22	0.232149572	0.184291013
MTG2	-0.217861571	0.185035216
DFM1	0.276901283	0.184980547
SPT3	0.19081772	0.185051393
PRP21	0.323318659	0.185394612
CWH43	0.328625518	0.185435452
DPP1	0.204982454	0.18573295
INM2	0.518643337	0.18574109
ENT2	0.092855849	0.18610667
SRB8	0.092585099	0.186171772
RGD2	0.177383494	0.186154803
PCK1	0.570560312	0.186402011
SFL1	-0.085895127	0.18671082
GET2	0.253263321	0.186663096
ACO1	-0.350373771	0.186954483
OST3	0.47418528	0.186982935
TRE2	0.179096638	0.1871701
PHO91	-0.193375518	0.187885958
LSM12	-0.365734319	0.189327451
BNA3	0.255213493	0.18930881
FMP37	0.10817036	0.189392636
MSH2	0.130125324	0.189351823
REG1	0.101406349	0.189295468
TIF4632	-0.177972911	0.18957497
AIM18	-0.320256215	0.189489078
ARG7	0.215299134	0.18982085
EOS1	0.264295892	0.189733522
NCE103	3.012565765	0.189651084
BDF1	0.214723498	0.190226778
LTP1	-0.119488867	0.190597467
GRH1	0.265478043	0.190589968
SAK1	0.111065945	0.190644328
CNN1	0.159454329	0.191024911
ITC1	0.180520288	0.191094841
GLG1	0.268161058	0.19141363
NMD2	0.207845574	0.192188852
IES1	0.152372348	0.192156445
AGP2	0.195524748	0.192318751
YPL191C	0.342020772	0.192627291
FIN1	-0.305484021	0.192757932
EMC2	0.144700114	0.193621491
JHD1	0.073150805	0.193885359
YHR131C	0.161071249	0.194355155
ISR1	0.323292591	0.194546587
BAS1	0.279132764	0.194539348
POP2	0.050979737	0.194671706
SCP160	-0.275983728	0.19550348
YLR001C	0.219710253	0.196573948
RPB11	0.17382272	0.196608908
YIL151C	-0.145661186	0.196694835
OSM1	0.182083201	0.196730468
DAT1	0.120915352	0.196924124
YHR182W	0.13441793	0.196992488
ADE6	0.092773082	0.197068748
CDC8	0.28533703	0.197371348
POP3	0.125577711	0.197514752
SGD1	0.207533939	0.197471122
YNL155W	-0.137348774	0.197381317
GRX2	-0.28920011	0.197322986
ECM33	-0.402108675	0.198124023
DML1	0.237120679	0.19817932
NMA2	0.357314896	0.198223978
VMA22	0.106103038	0.198140058
ATG16	0.294052382	0.198236348
EHD3	-0.255458412	0.19874812
RAD4	0.21038287	0.198869698
PMD1	0.209336734	0.198933683
LYS12	0.16708858	0.199145064
FOB1	0.310365059	0.199661537
TES1	-0.27544639	0.199647192
PNG1	0.267566796	0.199618561
YDR026C	0.531609062	0.199716167
FAA2	0.530855964	0.2001752
IES4	-0.128091164	0.200541513
GPA2	0.183231749	0.200817868
RAD50	0.164351488	0.201050392
NAB3	0.15470791	0.202602428
RGA2	0.194391034	0.20278345
CNA1	0.184947842	0.202849967
ATG20	0.273399623	0.202823718
MGM1	0.074130584	0.20341941
BNA1	0.286299059	0.203375532
SPC2	0.372728431	0.203298448
MBP1	0.19817135	0.203411407
RPS24A	-0.372989097	0.203833379
KEL2	-0.179519733	0.203920566
YLR036C	0.214636197	0.20386753
GPI10	0.173477152	0.20405282
CCT2	-0.180069721	0.20410857
DAD2	0.111070994	0.20412613
YPL150W	0.146769006	0.204185398
TIM8	-0.729709148	0.204232996
HRQ1	0.133550529	0.204897951
POL32	0.187602173	0.205395497
ASI2	0.169332022	0.205310842
TRM11	0.131215827	0.205415169
TRM10	0.151491352	0.205490499
BUG1	0.225757178	0.205720761
BIK1	0.229263069	0.206235729
PNP1	0.132950878	0.206887913
SOL1	0.171549448	0.206929288
MRPL44	-0.387317057	0.206844313
OST5	0.191733513	0.20692417
ESS1	0.220889852	0.20769679
PGI1	0.303221725	0.208752073
PIN3	0.25788208	0.209002322
KAR9	0.152161651	0.209146726
TYS1	-0.13104706	0.209172935
ERP1	0.198174402	0.209291499
RNA1	-0.132356568	0.209204133
RBG1	-0.100295766	0.209291058
YIP3	-0.206192535	0.209368859
ADD37	-0.457928409	0.209343656
IRC5	0.125588525	0.209697317
LAA1	-0.15997564	0.209814613
VPS38	0.185080098	0.209757012
SHG1	-0.370209069	0.209708578
YSF3	0.259859099	0.209768203
YGP1	-0.375129253	0.209813855
ZRC1	0.172669833	0.210173905
SEC8	0.190056668	0.211038378
APL2	0.08620538	0.211246156
TEF4	-0.388645941	0.211804798
MPS3	0.26728845	0.211737968
DSL1	0.131480768	0.211780476
YPS3	-0.708328635	0.211824923
NTA1	0.191533433	0.211760317
HMX1	0.245529507	0.211839116
RAD52	0.14003645	0.212546627
AIM36	-0.232089412	0.212504038
YNL181W	0.215463285	0.212452623
SFB2	-0.086416557	0.212370811
YBR271W	0.136664633	0.212341062
THI3	0.170465946	0.212338116
YJL171C	-0.212922181	0.212341541
MPE1	0.123370404	0.212550252
TBF1	0.188722752	0.212877434
TIM13	-0.32009302	0.213623168
TFB3	-0.155946472	0.213692061
YRA2	0.114789176	0.21362581
FES1	0.168175415	0.213655734
TUL1	0.123783699	0.213573533
SSA4	-0.164134	0.213867413
SPT7	0.119692655	0.214016219
HBS1	0.162134441	0.214026672
RPF1	0.175695163	0.214328282
BPT1	0.103208431	0.214757255
YGR079W	0.546706813	0.21542777
SEC6	0.175075936	0.215464937
SPC25	0.120300428	0.215423157
SRX1	-0.347702658	0.215654941
NMD5	-0.139281999	0.216191914
SNP1	0.161096844	0.216638656
RPS9B	-0.316030992	0.217077072
PEP3	0.208867442	0.217626577
URA7	-0.123316971	0.217727772
YHR177W	0.300273424	0.21808815
SKY1	-0.173239417	0.218082201
SRD1	0.331235998	0.218322569
RMT2	0.209928275	0.218420211
YIR014W	0.210132757	0.218370935
CDC31	0.453971546	0.218284999
KAP114	0.194779388	0.218453581
SLN1	0.171697165	0.218504824
KEL1	0.191042563	0.218441912
YPT32	0.29649084	0.218447773
BOI2	0.132134481	0.218840808
TDH3	0.414804256	0.219068142
VPS36	0.193616481	0.219310339
RCR1	-0.257303381	0.219240852
KRE5	0.169101509	0.219985702
NPR2	0.216086078	0.22000639
YGR054W	-0.29190068	0.220321699
RPN13	-0.126295209	0.220237456
PSY3	0.324291392	0.221096129
HSL1	-0.234583082	0.221182186
RRI1	0.202418906	0.221363701
BUD6	0.073452876	0.221321441
SIF2	0.16347452	0.221794295
SRP40	-0.158549371	0.221896769
POL3	0.091613343	0.221837062
LAG2	0.563045835	0.222184173
VID22	0.086126519	0.222087923
DBP2	-0.21274959	0.222218814
RPA34	0.121147818	0.222483014
YNL011C	-0.127954346	0.222606372
DFG10	0.460901517	0.222917635
RDL1	0.226491866	0.222879721
MRI1	0.174443438	0.223273287
SMI1	-0.17919364	0.223194141
AVT6	0.247164046	0.223122815
CTR9	0.088252975	0.223062634
CTK2	0.205600276	0.223493814
HRI1	0.213373477	0.22420759
QRI1	-0.110373446	0.224506489
ATG7	0.157019694	0.224489491
HYM1	-0.308494663	0.22447464
MDM20	0.084650223	0.224474701
SNX3	0.195615708	0.224556313
SRL2	0.285679674	0.224977637
SEC18	0.083792127	0.224958762
YKR023W	0.09256221	0.225474993
ABF2	-0.105987088	0.227003902
YML096W	0.066802394	0.227107384
UBP8	0.145911711	0.227440485
SCS2	0.169995034	0.227602834
MAK21	0.153112476	0.228811575
NOB1	-0.206650535	0.228962736
YER137C	0.16455307	0.228912655
TOS1	0.603533143	0.229136884
PRS5	0.048566405	0.229090346
RPS1B	-0.598072786	0.229777785
ARK1	0.189923227	0.230041281
HSH49	0.162108816	0.229971857
SEC53	-0.098915461	0.230049753
FPR4	-0.237587079	0.231615953
RRD2	0.253332327	0.231539072
UTP8	0.077036382	0.23146271
EFT2	-0.470603478	0.23176999
SEC62	0.143931878	0.231960392
SSL1	0.143973223	0.232037136
CSE4	0.114998023	0.23214254
SPE4	-0.127789788	0.232170448
MSA1	0.186918941	0.232738252
CDC28	-0.151087016	0.233331563
THI6	0.373998546	0.233362482
HXT6	-0.572300996	0.23348879
FMT1	-0.442826121	0.234108877
PEX13	-0.201303007	0.234444835
USE1	0.281494695	0.234659574
CIN2	0.482856708	0.235207888
HSP12	0.805843763	0.235325604
PEX19	0.109926733	0.236079198
FYV7	-0.405078746	0.236277348
SPC98	0.420820499	0.237257915
TFC8	0.167704414	0.237159133
RVS161	-0.096389927	0.237148383
PMS1	0.293811882	0.237123318
SUR1	-0.095650937	0.237061065
MSC7	0.26895104	0.237339274
RAD24	0.228475097	0.237597036
PRS3	-0.095124393	0.238860852
RNT1	-0.11192164	0.240536045
RPL43B	-0.231759805	0.240575905
YER134C	-0.205705669	0.241392222
RRP1	0.163334013	0.241752311
HOM6	0.164005439	0.241755206
PUF6	0.075730743	0.241868076
PUS9	0.072826699	0.241849568
SCT1	0.222712335	0.241923094
KRE27	0.159471489	0.241924815
MGA2	0.157329687	0.241866591
SWC4	0.124509772	0.242024914
RIM15	0.241676127	0.242267766
CDC73	-0.136430459	0.24238999
NIT2	0.124740085	0.242478868
IRC6	-0.205356656	0.242584792
YLR278C	0.173182499	0.242809154
PIP2	0.202808692	0.242831663
MCM22	0.263428217	0.242828213
TIF34	-0.127620728	0.244039285
YML108W	-0.240490523	0.243954871
RMD5	0.155334966	0.243854217
GYP6	0.186468039	0.243863808
GCN2	0.128597679	0.244120585
YOL114C	-0.321542889	0.244038396
RSC6	0.082305916	0.244020857
AHC1	0.145334368	0.244925661
RPS1A	-0.297711453	0.245186842
HEM14	0.161042964	0.245624559
VAB2	0.247430929	0.245841846
CST6	0.242490103	0.245840379
YKL023W	0.304406227	0.245832312
EDC3	0.037752143	0.24581921
GUS1	-0.127919249	0.245789521
RHO5	0.49460834	0.246172336
GPH1	-0.103033903	0.246072046
ORC1	0.157066993	0.246105181
MKC7	0.216580596	0.246725345
ATX1	0.211046685	0.246764977
MTC1	0.142192423	0.246986339
RBK1	-0.137833968	0.248063842
SUI3	-0.19226624	0.24809865
IMD3	-0.494753534	0.248080567
SAP190	0.122466371	0.248222453
EAF5	0.186793034	0.24824445
SSB2	-0.233648799	0.248491295
HEH2	0.199497984	0.248593408
AIM44	-0.395450348	0.248724951
LYS21	0.116367292	0.248775433
TSC3	0.175190718	0.248888544
NOP10	-0.167099887	0.249360897
YOR152C	0.226158422	0.249267314
