 	oxsm_fc	oxsm_bh
PRPF40B	-0.5648174155972113	0.0004875103670932
CRYBG3	-0.6122391947997369	0.1395707350185679
ZMPSTE24	-0.0340519008989933	0.2822423711127988
WDYHV1	-0.5137644484032778	0.0053712128841823
UBN2	-0.217737707546691	0.1182078639121006
TNRC18	-0.2819420223343364	0.0395592425290038
AGFG2	-0.3587307335879052	0.759797147248384
MTDH	0.2850874427864496	0.0752351187109824
GADL1	0.2420233348428485	0.0200935458365505
AFTPH	-0.2453379311667342	0.022446691937586
TMEM167B	-0.4301265212805157	0.8176815101339554
TMEM106B	0.0343102900628245	0.0047591677588269
PELO	-0.2565476279631947	0.0584398484857031
C2CD2L	-0.210187106229208	0.1663768796191233
NRAP	-2.992500951497859	0.000406803541748
RIC8B	-1.0238116877158312	0.0095311164474295
TTC28	-0.162889738106286	0.0050866787649998
ATG2B	-0.5042309929038163	0.394005440117701
FAM76B	-0.4930518121853994	0.1789643772758519
TBC1D5	-0.1700143076072281	0.0095437128745598
SAMD4B	-0.5997585015696457	0.0022844533905092
NUCKS1	-0.340328510598758	0.6052746665973332
LLGL1	-0.4661011041457508	0.3472847830046761
DDX10	0.0367283426710627	0.2834883282053953
BSDC1	-1.4311955202690023	1.06928139124e-05
DPP8	-0.3478507537029561	0.1361488268501259
SUPV3L1	-0.0900490845462631	0.1002690857722008
RMND5A	-0.6201323866124775	0.1274416625469914
FAM160B2	-0.3133601698657309	0.0345551878674344
ZNF598	-0.2212083824299541	0.1558586224240973
SAFB2	-0.2838403892783074	0.154545851647336
AFAP1	-0.9715455516462612	0.0028539198483645
PDE4DIP	-0.6621476211708107	0.0250000644989441
ZC3HC1	-0.4362392189461154	0.7802970552588999
TNC	-2.8184459735340104	7.20414215729e-05
TOPORS	-0.7702347156536093	0.001165145158515
FAM206A	-0.7394918806968492	0.0036495997268939
RNASEH2B	-0.0644924080962865	0.0188654485578777
THEM6	0.3018812951059645	0.0244257189929229
TTC9C	-0.1254169611850289	0.0009035801893651
GRWD1	-0.6251195486426195	0.0263220624048923
ZFYVE1	-0.4467095126346592	0.7049391813988389
GXYLT2	-0.4855837105225709	0.6019551303074145
CHFR	-1.1608303506927835	0.0057492877431212
CCDC109B	-0.3477199582236188	0.5685542637272953
CCDC50	-0.5661263478854432	0.4982768372575656
ATPAF1	-0.4749183437450044	0.3983570898743921
IREB2	-0.286175750709438	0.2278301764362707
MAST4	-0.0968796840136387	0.0994930433150518
UBP1	-0.5114556244423311	0.3656958504450063
WDR82	-0.4760036917230446	0.4997585678207225
DIRC2	-0.6239362982174778	0.2059055909478885
PDDC1	-0.3414347029542666	0.3305565626372277
GNS	-0.1570829808008324	0.0035382913533361
ZFAND1	-0.2433769938512615	0.0866784522061201
ASNSD1	-0.2223733364748832	0.0006670677355247
PCID2	-0.3789485978334507	0.6190372474729035
LPP	-0.6751314393632467	0.31427196613935
PEF1	-0.9663608130477412	0.0045497418591549
FAM64A	-0.064709973201495	0.0602951085797718
ERLIN2	-0.0418442919984818	0.0762496441127394
CTDSPL2	-0.1665522311516737	0.2785694246592186
RUSC1	-0.4738629220824547	0.635800987538481
KATNB1	-0.2053511452646701	0.2534490380952374
STK17B	0.7278909513105019	2.77183539893e-05
EFR3A	0.2787342345061291	1.3933503628e-06
CWF19L2	-0.0236174157235591	0.043707494201868
TTC7A	0.8041205940432106	9.38476897928e-05
LIMD2	-0.4884462559100399	0.2193455469440496
COQ4	-0.2065060231332149	0.0956266940409244
HTATSF1	-0.1274418585369525	0.0214205547995914
ZADH2	0.2913439898689524	0.0025618241916338
CPT1C	0.3239839521433677	0.0001261121509692
COA6	-0.1867967762887349	0.1745903714379177
WDR92	-0.3878005865380822	0.6778443622245557
ELMOD2	-0.0180281821195779	0.0140823346278686
SLC25A40	0.1391305642153388	0.012178901350766
VIPAS39	-0.1478589230013017	0.06352831474542
EFCAB14	-0.9677142641702838	0.0033904859675356
ARL15	-0.4045081229189329	0.9336821920904652
UBLCP1	-0.0477375066043291	2.36119590795e-05
MAK16	-0.853314766800345	0.0003877941103001
GPT2	-0.1621457616359306	0.2655079018341014
MICALL1	-1.0074731652822702	0.0079556982698762
CCNY	-0.2896757717426729	0.3774614304565051
TTI2	-0.2327568517993352	0.0746752974515764
MIEF1	-0.3583631979889664	0.6891711699114993
FAM210A	-0.0505812707017833	0.005553875256745
FAM168A	-0.5833028030007539	0.1332338226089583
ARL6IP6	0.3696347411892239	0.006372638648363
FBXL2	-0.8114372670279865	0.0232404426980047
TM9SF4	-0.5927905506957168	0.0171887518709989
MFSD8	-0.3155831161875044	0.4762338082597125
CORO2B	-1.3442229448417415	6.71707316003e-05
THNSL1	-0.0566122163713467	0.0656659295015884
WDR48	-0.5679405206345581	0.0248381798840643
TIPRL	-0.4997080951784901	0.3080086883091727
F13A1	-0.8640605309176979	0.3437898727771388
SEPHS1	-0.5592948723300981	0.1080600698711505
RCN3	1.8063774982327545	0.0034628697720887
DTD2	-0.0997338478907399	0.0730626208878946
CLIC6	-0.9061343080981668	0.0003804604341459
DCAKD	-0.1784803974171437	0.2459281170873999
RHBDD1	1.1865932831261576	0.0351031702772502
PTBP3	-0.6267873548621181	0.0503906780079715
PCMTD2	-0.2985972915590952	0.4105606010826422
PRR11	-0.4386868379949057	0.6689661545526528
NRD1	-0.8508066204379086	0.0050623993735609
CGGBP1	-0.4807309456032747	0.624106350023808
SLU7	-0.4792472895938271	0.2016734629803529
GPRC5A	-1.2090746935586796	0.0103400641608262
TXLNG	-0.7511647942867963	0.0488793163242841
RBM45	-0.6797155465852925	0.072024659840789
OSCP1	-0.1066430752978137	0.069460223033785
ZNF592	-0.0059378329528768	0.2055991951112703
CEP128	-0.3038459603198177	0.1041495204001402
CDKN2AIP	-0.3574905577634416	0.3709789556041489
FRMD4A	-0.6486684153007709	0.1734716328038775
ZNF787	-0.3940438370926959	0.765325259258046
FBXO28	-0.3596465354404556	0.7254688000786755
COMTD1	0.1766735173017056	0.0997155096349409
RUFY1	-0.3191659018561691	0.2749795366194453
RANBP6	-0.5598842989016148	0.4443628569205012
PRUNE	-0.6945333330863009	0.2204168122871749
ZC3H14	-0.3363940704097142	0.0474264413157814
MARF1	0.0548690658990188	0.0108163422929186
NAGPA	0.2908580930311703	0.0390152516843474
MFSD11	-0.8142909002887897	0.0278469000561509
AP5M1	-0.373425295532592	0.7423835581867027
ZC2HC1A	-0.1229127408250028	0.0089869928853767
SMARCAL1	-0.1396224081697766	0.0520168135507211
R3HCC1L	-0.2167519889042178	0.2086817684692578
MTBP	-0.3593713112425256	0.3483461524612625
TSPAN9	-0.6870374849227684	0.0672481368877756
EIF2A	-0.408239794481964	0.9421103271794512
FAM73B	-0.0129772367139889	0.099742655696199
HSPBAP1	-0.7056966338909963	0.0059975862730881
OLFML3	2.1456207934384253	0.0032302889111257
AHSA1	-0.478953414229735	0.3894591296040253
CYP20A1	0.6476928105924339	0.0061892612724637
PTK7	-0.3702012504706078	0.8032743270164194
PPP1R37	-0.6586023206206917	0.0385021202526893
KIAA0020	-0.1290880722943727	0.1852959698002042
TMEM87B	-0.5643569075050604	0.0357901783635606
ZCCHC4	-0.4872511971661583	0.6217075449987746
USP54	-0.3258436922139627	0.562108493187251
UNK	-0.2096661758837139	0.0081015155386733
MBLAC2	-0.1747572088059527	0.0336164994934788
DOPEY1	-0.3797846138456248	0.5929441941369352
L3MBTL3	-0.4706096848882343	0.3008237766164524
PHF20	0.0956675507946935	0.0032393765322806
HIRIP3	-0.5762722959022638	0.3245670207183095
RPS6KC1	-0.699690521066649	0.0046280579260024
TARSL2	0.15695613201443	0.0005050485497934
HPS6	-0.4276900145866657	0.891470794992578
PRPF18	-0.6127113769150331	0.1263790151301619
TMEM214	0.4230358554234224	0.061248451828699
TBCK	-0.5823900660890676	0.1045623744314645
CNKSR3	-1.2762001095700504	0.0003973226485426
NPAT	-0.596928215686232	0.0045807772474484
EMSY	-0.1878743612947161	0.0011214081338591
NOP9	-0.2462418553946997	0.5284667854166144
SLC25A24	-0.4224113788707334	0.948248980011838
DLAT	0.2457496842156962	2.7580009265e-06
FBXO38	0.0673997531910094	0.0006329718299077
CEP85	-0.9409060489728808	0.006337384436062
METTL2	-0.126846072434518	0.0012065685930782
MICAL2	-0.5138235705041608	0.7606793519796744
ZBTB33	-0.6770289302392182	0.2644321438444759
QSOX1	-0.2298783158552658	0.0218892137879974
FAM115A	0.2686088044802332	0.002338505105066
ARMC6	-0.581349647876441	0.0739379081282451
KBTBD11	0.1843982297323541	0.3652228563641546
NCS1	-0.6029503450002989	0.0057914790395555
FAM92A1	-1.0125454076677487	0.0115610723646728
SFR1	-1.026075313086393	0.0006153209713859
ATHL1	-0.4622752220323763	0.5001976983709174
FRA10AC1	-0.0540161351013226	0.0049412509499257
RCN2	-0.0958572319047691	0.001132199608997
DPCD	-0.0663273463474724	0.0042953312517064
DNAAF2	-0.5603499376266965	0.2240988868781764
MAP4K5	-0.2426397512521589	0.3374098202166287
FIGNL1	-0.303017632056446	0.1863579076137897
FAM175A	-0.1014269856681001	0.0006625852272454
PPP1R18	-0.6690135740232206	0.0053809813006839
CNPY4	-0.4268494709672482	0.8250777614575591
LIX1L	-0.1678735355661437	0.1338167673023692
HEATR3	-0.1120702455753826	0.0064591453565398
FAM102B	-0.7396950686505365	0.0419365408928725
FAM177A1	-0.7004772217832436	0.0090950985663632
PALM2	-0.1543576782289143	0.2480974340788846
TMEM209	0.2918481171288455	0.0152473818381124
TMTC3	-0.0787380643263573	0.3295428254795109
GORAB	-0.5323601890348492	0.3735338184448988
KIAA1671	0.2389563248315857	0.0023449635550369
R3HCC1	-0.9654028414968676	1.95093360374e-05
ARF2	-0.638039841028806	0.0604834161168642
PHF23	-0.3133678414646541	0.4291631724011152
NCAPH2	-0.4217335939477587	0.9260921834473832
AP3S2	-0.3924085264018828	0.8408589396476474
CEP55	-0.2491770843094649	0.333990185005616
TCP11L1	-1.0683785675817616	0.0001173046897948
CSNK1G1	-0.5427416735159637	0.0120756839911475
ANKRD52	-1.5808415709217454	0.0003743867283548
FLNA	0.2807601801078371	7.5047255631e-06
GTL3	-0.2904490436562695	0.240454143480149
CDK5RAP1	-0.2473826455084458	0.0814392659562178
HSDL1	-0.1598321892501926	0.0568267597450262
CCBL1	-0.438276955618635	0.7468350160865251
SCFD2	-0.0865056890162057	0.0002760574316677
ANKRD46	0.1554065972873943	0.0023945019600744
UBR7	-0.4964413890099647	0.3434572379513833
TOX4	-0.7493634948914386	0.0108029360368477
SEC62	0.2703467673633691	0.0581983808299125
ILVBL	0.0975846121279116	0.0262240537438945
WDFY2	0.0042997045183288	0.001350420458474
SENP7	-0.1236196308866412	0.0036051300843643
LRWD1	-0.2284027042229697	0.2483849976028025
HOOK3	-0.4321080820112586	0.820534329702128
KLHL7	-0.1489033460486222	0.0210818724717316
SMAD3	-0.4988939894887252	0.4494651247686412
FOXJ3	-0.9802544232511192	1.78725104281e-05
GPR107	-0.6573410559477572	0.0237366435130526
PGGT1B	-0.4230475175230507	0.923949796765589
PDCL3	-0.9910822826633386	7.40705572691e-05
CCDC30	-1.0199349226835346	0.0082136135325274
DPP9	-0.3000123432078437	0.2635170353586892
METTL6	-0.7069335493329809	0.0840118895299532
SNX17	-0.337273833660465	0.6266631374079349
MTERFD2	-0.1552164659245134	0.0367581633239933
RSPRY1	0.1000985053408825	0.0025015589473477
LRCH3	-0.6950521371952029	0.0146835362500782
NUDT9	-0.1693476708474852	0.003886205419079
GANC	0.1429154970376512	5.3628390715e-06
PTRH1	-0.1916691804051883	0.0916124007754256
TTC12	-0.4695420716111794	0.4588562851138663
USP38	-0.4473095162161328	0.5782756756378957
SYNPO2L	-3.036524357673568	0.0013704209721516
SLC38A7	-0.0442726350335172	0.0460103211166095
RBMS3	-0.6301023529378404	0.0460472471601819
B3GNT1	0.3106798112448583	0.0044864834704017
PITHD1	-1.3204913682690198	0.0005408260216316
USP40	0.0114737323436408	0.0053592330915171
GPRIN3	-0.1165487359709901	0.2301161155699398
LARP4	-0.871415323623379	1.2021379354e-05
PKN2	-0.3146722698636554	0.3137302882270741
KIAA1524	-0.7035308837835715	0.1783524556468826
NAA25	-0.5661903877224176	0.4678187942196982
KANK2	-0.4275663512311435	0.8865426859923771
PGAM5	-0.6206619022716129	0.1141310241363476
PXK	0.1418054371772482	0.0535770067518479
MDFIC	-0.271511383251556	0.4374565655966035
VPS13C	-0.0319142633221222	3.297908832024423e-07
FNDC3A	-0.0722025952938143	0.3168798659906325
CLPTM1L	0.4545287212202722	0.0060411721956438
TMEM62	0.2533432678035847	0.0931186958046909
AGAP1	-0.7582359173756129	3.56625216838e-05
IFFO1	-1.3003056675762306	0.0022757462346396
BRI3BP	0.5238963097922092	0.0626603549728989
NKRF	-0.1993366092502769	0.097027403822784
ZNF574	-0.5572501705684301	0.2933461579646766
TBC1D4	-0.2951894215929774	0.3046307507362891
YTHDF3	-0.5451185591618248	0.0082973617015196
LATS1	-0.4354980238088797	0.9020361807675586
EOGT	0.2160724562117912	0.0393302647809581
TTC39B	-0.6117183453757136	0.0443098619719675
SLC9A9	0.7449536597871593	0.0057745185848294
PARP12	0.3585260702564261	4.29457453e-06
STON2	-2.2100755216887644	9.7449948794e-06
SLC39A13	-0.3478485051831625	0.801972223837839
POGZ	-0.3108683529717759	0.4016428367396334
DHX32	-1.0715308258151062	0.0308181221090852
LACC1	-0.1349860332354478	0.0011163595072206
SREK1	-0.3391291921325285	0.3794743077256265
RPS6KA5	0.3958879626729711	1.12472739928e-05
MAP1S	-0.313617437708141	0.3811883919575221
CAMKK2	-0.2871135715322678	0.3628333716506909
STRIP1	-0.3039879690552596	0.3491214340582542
SNX16	-0.7070295781023259	0.0332749133916671
ZHX2	-0.9000521789635482	0.0180818032774928
TRUB1	-0.3221449108440487	0.3071169413795412
EFTUD1	-0.3903947506564613	0.6956713516979915
VPS26B	-0.1875836298599325	0.0478436036389577
TRIM47	-0.6825237056935614	3.9251563991e-06
EPC2	-0.0759898517033614	0.0065183549605836
TMX4	0.0249955917318351	0.1502960029944603
ZNF451	-0.1384835002581398	0.048107872677254
ZHX3	-0.7930862430538512	0.0011585695523392
DIS3L	-0.4375387111660948	0.8012865201437891
FEM1AB	-0.2966868826345514	0.0925543417437851
SIPA1L1	-0.0256490438528742	0.0546204394862736
TLK1	-0.3748187651641599	0.3527992237334754
FRMD6	-0.3486274439777977	0.2889927248717201
ITFG3	0.5501986152685746	1.0852947019780534e-07
PLEKHH2	-0.4069440728182292	0.9682577314446332
NCAPH	-0.77826339559267	0.0397226956319347
PREPL	-0.2425381983262267	0.263260544824608
MBNL2	-0.4583886372643571	0.3779733471637382
CAMSAP2	-0.0602304795172117	0.0154068244048617
11-SEP	-0.5635627840643244	0.2122444663423068
TMEM120A	0.5471416033143578	0.0297550240571336
ZNF428	-0.8284080571124895	0.0316960791272814
SMIM4	-0.0840825763069597	0.0417925524228179
SKA3	-0.5722673363670084	0.3201770850104107
PTCD1	-0.2712166587843457	0.4821187684437893
KIAA0196	-0.4012792057682411	0.8569259713712157
DUS1L	-0.1102926331702897	0.0030070568877315
LAYN	1.016777673151021	3.8475494003e-06
FAM120C	0.3309533925150428	0.0025461586739401
KLHL30	-1.498976195000861	0.0001612047168952
FAM203A	-0.9548805204595476	0.0001349586735245
CASP9	-0.9142075611316094	0.0254970362270103
BRAT1	-0.4319464435918844	0.8079037963980468
TANGO6	-0.5836228835835705	0.0283786925042719
CCDC90B	-0.062978894132234	0.0059524014326764
GUF1	-0.3294638429489411	0.5239541554669537
YIPF4	-0.2811742714382628	0.0502699913025125
ERI3	-0.8782707172672666	0.0005484146834797
AIDA	-0.4069861120977496	0.930824026901516
HEATR5B	-0.1464521728506215	0.0719398437766754
LMBRD2	-0.746706068085523	0.0008615705825538
FAM118B	-0.533619399871205	0.1320545658329636
PDCD2L	-0.840362679156925	0.00080977512065
NT5DC1	-0.6424243932687645	0.0193116934587239
TBCEL	-0.9222972119689232	5.511279382334597e-08
10-SEP	-0.4038636361871147	0.8783501294010346
CCDC104	-0.3465692657761387	0.5552263549345912
WDR26	-0.4584870190771765	0.5616945486130905
SDHAF2	-0.1817766760712927	0.1240890466226741
ZFP57	-0.5049388808934001	0.415822455704532
PQLC3	-0.1453142151900935	0.0539003996201321
BTBD9	-0.6363000286477455	0.1174267153048655
KIAA0556	0.1468318078925934	0.1534636998710834
FAM221A	0.5895564258498949	0.039213082172969
RCOR2	-1.1718294301330223	0.0013444038929438
CCDC134	-0.6902312402999884	0.002570445790964
EMC1	0.2150566198641341	0.0356662731763504
SPICE1	-0.0608553705310781	0.0942079007383251
FAM60A	-1.2672544143990765	6.24605045188e-05
TSR2	-0.5503972816413821	0.4701920514028704
ENDOV	-0.3395905485105548	0.4244366619492895
DIDO1	-0.1362700980153923	0.0333097751228583
OTG1	-0.5275862458567793	0.0814693733362565
NHSL1	-1.3768984515164635	4.71648157791e-05
YBEY	-0.5358129822414085	0.211236646175709
GRAMD4	0.4879022679772142	0.0236058715913797
CNTROB	-0.1987093141891843	0.2051801856213346
WDR37	-0.4017305719826877	0.7824918736687577
MFSD6	-0.3243278315147645	0.1895725355054106
ABI1	-0.5027075214810023	0.2419742923183572
GATC	-0.2252047609914077	0.4809201795000861
SAMD4A	-0.9705402150359528	2.56585163842e-05
CDAN1	-0.1854384617889638	0.1755164447522068
TTC19	-0.3159729674431242	0.0388206633547876
SYNPO	-0.0129368305441858	0.1777208122529932
VWA8	-0.3932546428640548	0.7843637562433188
PHF20L1	-0.2367726180537717	0.0521160906831809
H2AFY2	-0.8905556063365315	0.0394661136442142
BCAS3	-0.2068093233584619	0.0036664466440769
NEMF	0.2639562064824322	0.0924005480560218
MINA	-0.3879080901196281	0.836274966829175
LANCL3	-1.680142303554773	0.0001149177368059
TTC27	-0.4037285020736342	0.9300841110998554
MKNK2	-0.7933242539978288	0.0291593705639714
KCTD20	-0.782331065686734	0.0720672814776074
VCPIP1	-0.3946951884826426	0.7188573784123847
STON1	-0.6022515888636594	0.1123708488878126
FAM160B1	-0.140851633743027	0.0004662327288419
DMTF1	-0.5334767036288335	0.433959048467361
PUS7L	-0.1827933990507009	0.1031529480731722
SNX30	-0.8664698282711281	0.0010967229675915
PASK	0.2193030408462846	0.0228167511665906
BOLA3	0.2108272969698378	0.0170188083892517
SMCO1	-2.443962797561073	0.0532068180783826
CLASRP	-0.6758812200458393	0.0863708128515113
SNX8	-0.4157571513077376	0.9963618790495896
SCYL2	-0.8304922042180798	0.0001294016695235
SIK2	-0.5132983629380568	0.0483658695986038
H6PD	-0.0544385702564464	0.037253401606734
LTBP1	-0.3341653976850686	0.5931631104828797
TENC1	-0.4666338844416063	0.6676812796202193
LSM14B	-0.4203838013305108	0.9181939732482008
WDR47	-0.9594626137092044	0.0003960605837118
TCERG1	-0.4319010970888774	0.8323008530546041
LONP1	0.6350215564091628	0.0407798583505244
BCOR	-0.1556737017184359	0.0006763110319648
HIST1H2BP	-0.3845821123250488	0.7228187305683891
HIST1H2AK	0.4066920154101747	0.0012229843282677
CALCOCO1	-1.001161491167329	0.0024038222260444
TSHZ3	-0.4050938793952136	0.9188770174770532
SLTM	-0.476173850871688	0.3072503780527821
NAV1	-0.3973364507838867	0.8377386296951651
8-SEP	0.1305667696851145	0.0048822519277062
ZC3H3	-0.6836216283190459	0.194144653488239
WIBG	-0.0923746999552716	0.0024189284018907
RFTN2	0.2302705049495561	0.0093909176599466
DYM	-0.4285486713098527	0.8962011135402237
SLAIN2	-0.6992553995554119	3.53058788345e-05
CWF19L1	-0.0657417255069639	0.0010563964965881
LRRC20	-1.1218568176671575	0.0047775002962857
CCDC132	-0.0975564871271213	0.0030644938517301
DIS3L2	-0.2070108821337381	0.0048126439078485
PYGB	-0.4821277151668419	0.5465738609329692
TMEM230	0.0319542344438703	0.2987550292117575
CSRP2BP	-0.4728499218466856	0.4999298095620119
ZMIZ2	-0.7764051957839846	0.0050953624111287
SIDT2	-0.4735752353649287	0.5582450464741989
PLCG2	-2.8312789279032287	0.0001114830829664
CDC123	-0.5645441815306695	0.0047373400509737
RFWD3	-0.5214449586636498	0.4914086655701139
PAK2	-0.6968388804612777	0.0679605797914488
TMEM259	0.4173334752269071	0.0215187322903938
MICAL3	-0.4494549982327628	0.6929626735877417
NRADD	-0.1912851363549794	0.2149849706205798
ASPM	-0.1605980310781437	0.0382588167045676
CROCC	-0.5962056366794493	0.3459419019899952
STAU2	-0.5146121079572276	0.2503297432268863
AGO3	-0.4930481883438907	0.2697785655968763
AGO1	-0.5192966410882358	0.1731373681453175
GAS2L1	-0.4648055097246891	0.5100063345119956
N4BP2L2	-0.6216140925645833	0.104185887100832
AMMECR1L	-1.476633479069548	0.0015787761655675
TMA7	-0.3215358558681996	0.5902165591852672
OPLAH	-0.9590540928284508	0.0228711043789987
GTPBP10	0.6321632037392994	0.0173650888818839
BCLAF1	-0.4780648483100035	0.439030074346847
AKR1C18	2.837145731184449	0.0002573561748129
LMBRD1	-0.4976977760717809	0.0828123780440233
IPO13	-1.036354695292637	2.13749710224e-05
CDK17	-1.193766457101032	8.138586138e-05
TBC1D23	-0.5196177939987581	0.2331181903452009
TSSC1	-0.3977633443767472	0.8239955189149252
ZBTB20	-0.5931800657450413	0.2199132480661959
KATNAL1	-0.4137024686388067	0.9863334633489942
DCUN1D3	-0.1360800934122905	0.2333393550278887
KIAA0319L	-1.0922369769660762	0.0015677897421212
GALM	0.3578976770074704	0.0393891318135142
SAYSD1	0.9388367852222436	0.009865394977598
CMC2	-0.1295761703946689	0.0228987570215585
METTL5	-1.0777604596607588	0.0072620733008721
TMEM41B	0.3694525302997261	0.0910267341106128
CC2D1A	-0.460859273762218	0.4811473126375872
ANGEL2	-0.3294387043437974	0.243986701554311
TDRD7	-0.6713568355388349	0.0900791030845928
TCP11L2	-0.5330599433248228	0.7664614772256129
SPP2	-0.6945221439852629	0.0323534636632644
SDE2	-0.4601930034223507	0.1519807852806927
PPP1R11	-0.2590717063381382	0.1583155242137209
PHLDB2	0.0555912816227579	5.28449618941e-05
SPATS2	-0.782736198172136	0.0017282527958335
PNPT1	-0.3477725700055847	0.1481612002415996
NEK9	-0.5503807709654872	0.0604055100638619
KCT2	-0.6658004646313405	0.0082881142151398
NEIL3	0.2799950001021221	2.75824133663e-05
GIN1	-0.7380775387948013	0.0015633600601571
ABCF3	-0.5421569288818813	0.0509820310828528
GULP1	1.1129309219684422	3.0655769275e-05
LEPREL4	0.0979556355493302	0.1234127659849758
BRD3	-0.5774585153363474	0.0122650768995196
LSM14A	-0.4044407163933786	0.8645001706133187
PPHLN1	-0.7946532268113643	0.0037937481346056
OTUD6B	-0.9791630770162572	0.0005084764922994
CCHCR1	-0.7298501512477057	0.0016951544791527
FBXO18	-0.1346029783152843	0.0383597601013487
RELL1	-1.3029039099480826	7.42917218794e-05
LURAP1L	-0.8620217898586949	0.0092493415043069
CHCHD7	-0.8905783331498685	0.0001487554115467
BROX	-0.3329569770215249	0.5600757249399825
ALKBH6	0.1478903801735871	0.0021808882397282
IPO11	-0.4263720424664062	0.8257755180263608
PHF13	-0.8844327257574102	0.0094193196039384
OBFC1	-0.4034601190295707	0.8933445543631277
RNF219	-0.7668580418441894	0.0016841757920356
CCM2	-0.6618442064118999	0.0139571215213791
PRPF39	-0.4231067574300161	0.8726016853784387
NCAPD2	-0.1644835467220161	0.0904449019034539
MATR3	-0.3116252650554828	0.4986823837041126
CHAMP1	-0.4716610485849155	0.3030609267722018
KIN	-0.6265768544308136	0.0521824798952858
DDX18	-0.0556079306161225	0.1361088440320061
FRRS1	-0.5390278865523125	0.7521964289886863
PLCL2	-0.1539348968702139	0.077705434548317
TRPT1	0.4583048748904806	0.0009091224126394
MEPCE	-0.1706470993174502	0.0211558159853425
FBXO45	-1.2692186183702998	9.28666685584e-05
LZIC	-1.1254827580928173	0.0029054197836161
SWI5	-1.0815455890678305	5.182857873360715e-07
APPL2	-0.6099624709028333	0.2109529970909407
GLCCI1	-0.2439106015850468	0.385086204928389
ZNF131	-0.363549223461119	0.4540618124815006
IRF2BPL	-0.7969734461208328	0.0037835540668507
STXBP5	-0.9752355822581958	0.0009335645623516
ABCA8B	-0.4315455193931648	0.8603825290184206
ABHD11	-0.4240139566012621	0.9602031195649076
DDX54	-0.1540220836064092	0.2370281226124553
SVIL	-0.6515337243319965	0.2158001170974749
POF1B	-0.6927371778749314	0.39231064207384
AHSA2	-0.9205561066891604	0.0046046887537699
MAPRE2	-1.1216405492354606	0.0240488572592649
MBNL3	0.2727688000723006	0.0246348325193403
BLOC1S5	-0.4145406088629715	0.992993502534742
BFAR	-0.4122728361765279	0.9907580766140904
GTSE1	-0.5555154131414993	0.1161549254683096
GOLPH3L	-0.8819646421878644	0.0024499561849034
RBMX2	-0.4427043084656171	0.411033737753158
ILKAP	-0.5554457061188764	0.0713405556370176
SPNS1	-0.9454722910302144	0.0328634385557122
CCDC137	-0.0721781100934819	0.0776730809479252
AAMDC	-0.2556625575008056	0.1442773294450557
IQSEC1	0.1739219590222042	0.048816540896603
ZNF768	-0.4540041724227451	0.829737665184394
EPPK1	-0.4560477306833876	0.3817989360112146
NDFIP1	-1.0126658950921223	0.0205510812907796
CACUL1	-0.6541855386489327	0.4202934695506019
SGPL1	0.2259126114329571	0.1687926821018022
TMEM119	0.6745341169771973	0.0138788339725514
PTTG1IP	-0.6172023877042223	0.0849505799601343
BUD13	-0.5174208957717025	0.318434385288479
ZNFX1	-0.2077414979441151	0.1824061343724551
ZDHHC3	-0.2894023141308182	0.4994269288635279
KBTBD4	-0.7188685159692166	0.0038929249099631
STAC2	-1.5076369184105625	0.010295235849535
TMEM234	-0.0225802632278507	0.1318335222133756
D8ERTD738E	0.061749349688318	0.0150701794564373
FAM129B	-0.3794530762466271	0.6315022406173643
HYI	-1.316063401365315	0.0015517283816621
HID1	-0.5653292611138809	0.2535940359919296
PDLIM2	-0.2248522780248146	0.0998364012301329
ZCCHC9	-0.4887997845331582	0.4306465429956955
UBAC2	0.4268484381351868	0.0812088050072558
HMCES	-0.5173107263943938	0.3996429845024986
NUDCD3	-0.7180867413483536	0.003588765346444
MTSS1	-0.9976400019347011	0.0017682010172437
CGREF1	1.2047276183976636	1.10288356904e-05
TMED4	-0.1200196201755822	0.1836247674563427
SPG20	-0.2333161358900862	0.1108461776714605
RNF121	0.0428653292554881	0.1233163938654633
DNTTIP2	-0.3688212010027007	0.7599281195170797
AAGAB	-0.5593831214832957	0.167863893369523
MTG1	0.2421975812731703	0.0342592096124189
NTMT1	-0.858671504934976	0.0341290892096546
IFFO2	-1.7040298046880744	1.589973523576931e-07
VPS18	-0.5593932392220935	0.2245620051442246
PSPC1	-0.4949220951691421	0.3797099442746007
NUPL1	-0.7279560777746901	0.0017522966691739
CCDC12	-1.0177593215571217	4.93732463799e-05
RAB11FIP5	-0.3774391336663955	0.7919279628894794
IGSF8	-0.278813984932345	0.0419743334298374
CDPF1	-0.1509653927055535	0.0335034709072182
MCMBP	-0.3247229460237767	0.0813913903259729
RBM19	-0.5668847495693151	0.2268109129691786
TUT1	0.1574243330032474	0.006768116756767
PPP1R8	-0.6852909995895127	0.0046614007475822
TSPAN8	2.272748015110192	0.027000989110972
TTC4	-1.1796119575851698	0.0001480432290483
MTERFD1	-0.3266730207981493	0.4850472707491656
PTCD2	-0.3526636786361887	0.4215117386695443
TCF25	-0.4927208723948913	0.4876601618739856
CLUAP1	-0.3634382165087999	0.5044258555572438
TMEM66	0.6795334018161787	0.0447249258820423
PPP6R2	0.0399990817591867	0.0389943706878683
CCDC58	-0.5737647498895897	0.1189862337182195
SH3GLB2	-0.7567097398654177	0.0036846404099376
IRF2BP1	-0.5732492803836922	0.1510506010486897
